x1;x2;x3;x4;x5;x6
0,39581984387914915;-0,11767649409114389;3,9724268381449446;6,685521995397704;-0,04546009419866337;5,503629496982997
1,278937895642141;4,271004888459762;0,9457620633211481;-1,6048818880370401;3,3119402981409016;4,3372287497043995
1,2764781487637542;-0,9221455985093359;6,792760553303333;8,391520128346217;8,108452138974213;8,63529018441011
1,3914707843975342;2,650314952371304;-0,1645045183012419;-2,5374859197417825;3,1649196822501695;3,204251372070938
0,9687571653918484;5,4101953098768;5,2021948974618475;8,709557036377424;8,427413808964406;5,969427358113009
-0,00857518085124176;3,8818242325237318;6,816268312638368;5,3362413162803986;9,91357472284895;-1,152420703325479
-0,7918617202044034;-1,45880402836971;7,107404141814218;-2,217342586187045;-4,785071468985564;-1,9904079806264452
1,1507375468572794;1,2779687259984165;3,7184498650311624;10,249140036443507;4,38577057743287;10,356397677065338
-1,0819252993310333;0,02543113070521641;4,292609970063981;-2,936943082578339;12,027903675019697;12,345259158300045
2,4874904203833177;2,0892070606197883;6,622007297279491;6,550803971327371;-2,6664377452447807;-1,87724332402669
2,7825641622391393;4,444435229429935;5,800155077030946;4,957831379024375;3,5135018273518313;6,7163523989826235
2,5203544767914416;0,9818211090587965;0,7398540428729499;2,284387829377549;7,904658020869112;11,878495054574014
0,038455724780812606;1,3229351584490467;3,332935355321723;6,662429338655741;8,107094082618968;6,295737591066302
0,2615084229494262;-0,651006837636849;-1,1190265914739106;0,476034319985426;4,2748741599923274;8,943734028921426
1,1360496897017165;0,2407762744086217;-0,5720834295257067;3,540851929936031;6,8787568240088195;0,6866213733893662
2,8272326289322116;-0,6570596569404872;3,907728809543828;1,848440534319164;8,958469578045932;8,527659584993682
-0,138010691152193;-0,5721318296246656;4,386749375786974;5,998621386616444;1,1557133228587007;-2,0707678894349737
1,5147261147608109;0,793761085846671;4,6637669906358505;6,5047764762324345;5,757482552219579;5,473637234262073
0,2858265870856851;5,60293505829871;1,79330196062794;5,796577199824367;4,142411618905593;5,49304755610484
1,7770670617342539;1,0751244026180684;5,277874833828184;13,483000665299276;5,895691362697875;12,294960201844162
0,2747473835302461;5,266203433711095;5,139189987865886;6,291889085497021;7,348351479481122;7,6540367809115955
2,048952856071735;1,4112946879883022;-0,27838958822623816;2,637277575877574;3,5564789841100506;6,967112762764604
1,0113522968851352;5,34603644875645;3,3857610048159943;-3,5009471865013557;2,0830208800122536;3,2587488226386196
0,36023239030713217;4,9882396782989575;0,3205142349396102;4,745055390783259;1,007392206251096;0,6862482248172963
2,240579799532231;3,775785393354386;3,501488315347567;6,352982211592077;6,2834727134820305;-3,654083778685031
0,9025580790574328;3,2261507523690445;0,4256286113528631;4,654014977591963;2,430733295602949;1,1046728503122543
-0,051598007715758065;-1,167913464529557;5,100759270342568;-1,8829836137706666;1,8652511416999924;3,1716515300466064
0,281997093092893;2,8083546770738828;2,388404268729637;6,824624091951689;1,1230258038326655;9,186945055205069
2,4522517729798565;-0,30169870552200706;7,243637102060734;5,901804404747559;6,893283567807588;10,398986684390582
0,05144232774345403;2,291124155634746;5,7169788295450665;5,374449364569079;8,11887755503459;4,802242455969504
2,783510377035519;-0,4708743765779575;1,9661339992339273;-2,550633339564593;6,880372803747105;9,933695772809802
2,168901365124267;2,6935112410164503;-0,35340566081648017;12,123425222970905;4,137905699053579;2,5463485105545356
1,7489379620706123;1,7267092775800268;6,878250242030043;3,5849184887525065;3,758853889601486;3,5924019980119795
2,114753993188909;6,307094631866644;4,075568038412317;5,022735864520408;5,00376827954268;6,603552691574465
-0,5201953346330248;2,521674465268018;5,179620522114776;9,37607925578862;6,8141905437580075;19,3677985906746
1,7749971435099607;1,7779213275014376;2,952340325804999;12,222234934441808;0,9460067949124413;-3,6533295684744864
1,7389341895912147;3,5787071860515627;1,617573313321042;3,7955146236019193;12,15076645293824;2,8797533725676177
1,6551797212663821;4,751728792644892;4,320270394004359;-1,2885044811042823;7,20967910952029;8,534666733174772
0,5606556761523434;3,6462943024417047;2,6733465433363586;6,787033068720672;1,4049204993045796;10,239562221828077
1,6024304195586563;1,6280983746445175;-1,2249527212049074;8,441539934923714;10,826682141860609;4,0964733425805555
1,1804009019641761;0,7111709274421776;0,43715799747641615;5,171237598615734;6,277657680095144;2,676727973986689
0,3396889341408552;-0,2868880729103993;1,9772736041269559;10,400247018868596;3,443064187597302;17,251330741856215
2,4188611762966756;-0,7769029660545921;1,9197302456113454;6,563822864080938;9,82146451406449;13,683322450530444
1,2778197819464752;1,1915674044732278;6,199532732878531;1,4710398618881069;10,411507494020391;5,988954704160318
1,9579680091176983;3,804656258001301;3,2604807812258056;12,105440169022163;1,2160839377509003;4,838880186306982
1,112633881962528;-1,5212010112919194;6,438406212572847;4,838747642676253;-3,996637372178208;6,380422104975649
1,9032335329600498;1,0713277780851858;1,4594087100530437;0,6796096276226709;5,779120527380851;13,588120081140083
-0,1677987372001999;3,1541197259593776;-3,4136902844880854;8,660740072693638;2,79638403704649;9,504208988727292
